1.900000000000000000e+09,-3.387499999999987743e-03,-7.568300000000083294e-03,-4.180900000000042915e-03,-4.608100000000003860e-03,-5.157400000000089690e-03,-3.601000000000076362e-03,-4.089300000000073432e-03,-4.425000000000012257e-03,-4.669200000000039985e-03,-5.188000000000081435e-03,-6.500200000000067035e-03,-6.439200000000089297e-03
1.900188000000000000e+09,-3.478999999999898840e-03,-7.354799999999994675e-03,-4.180899999999931893e-03,-4.333499999999990138e-03,-5.126999999999992674e-03,-3.723199999999926568e-03,-5.187999999999970413e-03,-2.899199999999990673e-03,-3.448499999999965482e-03,-4.730200000000017724e-03,-6.866499999999997605e-03,-6.683400000000006003e-03
1.900375000000000000e+09,-2.838099999999954548e-03,-6.012000000000017330e-03,-3.692699999999993210e-03,-4.486099999999937360e-03,-3.631599999999957085e-03,-4.913399999999956691e-03,-4.333499999999990138e-03,-3.356999999999943363e-03,-3.326399999999951618e-03,-5.828900000000025727e-03,-6.561299999999992139e-03,-7.110599999999966947e-03
1.900563000000000000e+09,-2.532900000000060103e-03,-7.690399999999986136e-03,-5.767799999999989602e-03,-4.730200000000017724e-03,-5.523599999999961874e-03,-5.401600000000006396e-03,-5.310000000000036913e-03,-4.760699999999951082e-03,-4.608100000000003860e-03,-6.286600000000031052e-03,-5.981400000000025585e-03,-7.659899999999941755e-03
1.900750000000000000e+09,-1.007099999999927498e-03,-7.568400000000030658e-03,-4.669200000000039985e-03,-5.279499999999992532e-03,-5.432100000000050777e-03,-5.493199999999975880e-03,-4.333499999999990138e-03,-3.265399999999973879e-03,-3.845199999999993068e-03,-5.981499999999972950e-03,-7.568400000000030658e-03,-5.950899999999981205e-03
1.900938000000000000e+09,-1.831000000000027050e-03,-6.439199999999978274e-03,-5.004899999999978810e-03,-5.096400000000000929e-03,-5.004899999999978810e-03,-4.577599999999959479e-03,-4.913300000000009327e-03,-5.432100000000050777e-03,-4.699699999999973343e-03,-6.225600000000053313e-03,-6.103500000000039449e-03,-7.812500000000000000e-03
1.901125000000000000e+09,-2.838099999999954548e-03,-5.035400000000023191e-03,-3.387400000000040379e-03,-5.096400000000000929e-03,-3.143300000000071037e-03,-3.082200000000034912e-03,-4.180900000000042915e-03,-3.112700000000079292e-03,-1.922599999999996534e-03,-5.096400000000000929e-03,-4.821700000000039843e-03,-5.615200000000042380e-03
1.901313000000000000e+09,-2.349900000000015865e-03,-5.889900000000003466e-03,-3.265400000000084901e-03,-4.303000000000056779e-03,-4.638699999999995605e-03,-4.425000000000012257e-03,-4.486100000000048382e-03,-2.777100000000087832e-03,-4.608100000000003860e-03,-4.333500000000101160e-03,-5.523700000000020260e-03,-5.157500000000037055e-03
1.901500000000000000e+09,-1.190099999999971736e-03,-6.286699999999978417e-03,-4.547199999999973485e-03,-3.967300000000006932e-03,-5.584799999999945364e-03,-4.333499999999990138e-03,-4.577700000000017866e-03,-4.455600000000004002e-03,-3.356999999999943363e-03,-3.601100000000023726e-03,-6.042499999999950688e-03,-5.554199999999953619e-03
1.901688000000000000e+09,-3.448499999999965482e-03,-5.218500000000014793e-03,-2.197299999999957620e-03,-4.272500000000012399e-03,-3.631599999999957085e-03,-4.119899999999954154e-03,-2.929700000000035054e-03,-2.624500000000029587e-03,-2.654999999999962945e-03,-3.662100000000001465e-03,-6.286600000000031052e-03,-5.584699999999997999e-03
1.901875000000000000e+09,-3.204399999999996140e-03,-6.134000000000083830e-03,-4.486100000000048382e-03,-4.180900000000042915e-03,-5.828800000000078363e-03,-4.699700000000084366e-03,-4.486100000000048382e-03,-3.479000000000009862e-03,-3.814700000000059710e-03,-6.469700000000022655e-03,-6.866400000000050241e-03,-7.080100000000033589e-03
1.902063000000000000e+09,-2.807600000000021190e-03,-6.652899999999961622e-03,-4.852299999999920566e-03,-5.584799999999945364e-03,-5.523700000000020260e-03,-4.486099999999937360e-03,-5.066000000000014936e-03,-4.699699999999973343e-03,-2.807699999999968554e-03,-6.103599999999986814e-03,-7.049599999999989208e-03,-6.256099999999986672e-03
1.902250000000000000e+09,3.049999999993335820e-05,-6.347699999999956155e-03,-3.601100000000023726e-03,-3.875799999999984813e-03,-5.096499999999948294e-03,-4.211500000000034660e-03,-4.608199999999951224e-03,-3.479000000000009862e-03,-3.692699999999993210e-03,-5.004899999999978810e-03,-6.317200000000022797e-03,-5.951000000000039591e-03
1.902438000000000000e+09,-6.712999999999302858e-04,-5.248999999999948152e-03,-3.845199999999993068e-03,-4.089299999999962409e-03,-3.936700000000015187e-03,-4.547100000000026121e-03,-2.990700000000012793e-03,-3.112800000000026657e-03,-1.006999999999980133e-03,-4.608100000000003860e-03,-5.737299999999945221e-03,-4.730200000000017724e-03
1.902625000000000000e+09,-2.319299999999913098e-03,-5.981399999999914563e-03,-3.997799999999940290e-03,-5.615199999999931357e-03,-5.096400000000000929e-03,-4.363999999999923496e-03,-4.394499999999967876e-03,-4.119899999999954154e-03,-2.838099999999954548e-03,-4.760699999999951082e-03,-7.049499999999930822e-03,-6.683299999999947616e-03
1.902813000000000000e+09,-2.990699999999901770e-03,-7.293700000000069572e-03,-3.600999999999965340e-03,-4.974299999999987065e-03,-5.584699999999997999e-03,-5.432100000000050777e-03,-4.852300000000031588e-03,-4.516599999999981740e-03,-2.166699999999965875e-03,-6.164500000000017188e-03,-6.408700000000044916e-03,-6.530700000000000394e-03
1.903000000000000000e+09,-2.258299999999935359e-03,-6.835900000000005861e-03,-4.669200000000039985e-03,-4.943800000000053707e-03,-4.302899999999998393e-03,-4.699699999999973343e-03,-5.218500000000014793e-03,-4.760700000000062104e-03,-3.509500000000054243e-03,-5.096400000000000929e-03,-6.408700000000044916e-03,-6.530700000000000394e-03
1.903188000000000000e+09,-2.716000000000051706e-03,-6.042499999999950688e-03,-3.295899999999907237e-03,-4.699699999999973343e-03,-4.424999999999901235e-03,-4.547099999999915099e-03,-3.753699999999970949e-03,-3.326399999999951618e-03,-2.777099999999976809e-03,-4.150399999999998535e-03,-5.767799999999989602e-03,-5.371099999999962016e-03
